date,latitude,longitude,temp_max_c,temp_min_c,humidity_percent,heat_index_c,rainfall_mm,consecutive_dry_days,heatwave_occurred,city,province,deaths
2025-04-08,29.5436,67.8772,52.3,22.2,10.0,55.5,0.0,29,1,Sibi,Balochistan,8
2025-04-08,31.5204,74.3587,32.4,26.9,33.4,33.0,5.0,14,0,Lahore,Punjab,0
2025-04-09,29.5436,67.8772,51.3,25.7,10.0,56.1,0.0,38,1,Sibi,Balochistan,0
2025-04-10,29.5436,67.8772,49.4,25.4,12.0,53.1,0.0,40,1,Sibi,Balochistan,0
2025-04-11,29.5436,67.8772,49.3,21.2,13.0,54.5,0.0,18,1,Sibi,Balochistan,0
2025-04-12,27.7052,68.8574,34.2,28.2,42.9,32.3,1.4,6,0,Sukkur,Sindh,0
2025-04-12,29.5436,67.8772,48.1,22.3,10.0,53.5,0.0,40,1,Sibi,Balochistan,0
2025-04-16,30.1575,71.5249,30.1,28.7,27.3,30.1,2.2,10,0,Multan,Punjab,0
2025-04-20,31.4504,73.135,30.7,25.3,26.8,31.0,4.5,5,0,Faisalabad,Punjab,0
2025-04-22,28.2769,68.4514,53.1,29.9,24.3,59.0,0.0,33,1,Jacobabad,Sindh,13
2025-04-23,28.2769,68.4514,52.6,30.3,22.1,54.8,0.0,44,1,Jacobabad,Sindh,0
2025-04-24,25.396,68.3578,35.6,28.3,34.5,37.3,3.8,3,0,Hyderabad,Sindh,0
2025-04-24,28.2769,68.4514,51.4,31.7,22.8,54.0,0.0,10,1,Jacobabad,Sindh,0
2025-04-25,28.2769,68.4514,50.3,32.3,30.1,56.1,0.0,24,1,Jacobabad,Sindh,0
2025-04-26,28.2769,68.4514,49.2,28.4,26.9,52.5,0.0,27,1,Jacobabad,Sindh,0
2025-04-27,28.2769,68.4514,48.4,32.6,32.8,53.3,0.0,43,1,Jacobabad,Sindh,0
2025-04-28,28.2769,68.4514,47.1,30.1,35.2,50.7,0.0,42,1,Jacobabad,Sindh,0
2025-04-28,24.8607,67.0011,31.7,31.6,46.1,33.0,1.7,10,0,Karachi,Sindh,0
2025-04-29,28.2769,68.4514,46.3,30.0,30.9,49.8,0.0,17,1,Jacobabad,Sindh,0
2025-04-30,28.2769,68.4514,44.7,30.6,29.4,47.3,0.0,17,1,Jacobabad,Sindh,0
2025-05-02,30.1575,71.5249,33.8,27.9,22.1,35.6,3.5,11,0,Multan,Punjab,0
2025-05-05,26.2442,68.41,51.6,32.3,24.9,56.7,0.0,40,1,Nawabshah,Sindh,10
2025-05-06,26.2442,68.41,50.7,35.3,31.8,55.0,0.0,21,1,Nawabshah,Sindh,0
2025-05-06,31.4504,73.135,40.6,27.4,32.2,40.7,0.4,2,0,Faisalabad,Punjab,0
2025-05-07,26.2442,68.41,50.0,33.5,34.5,54.0,0.0,43,1,Nawabshah,Sindh,0
2025-05-08,26.2442,68.41,48.9,35.6,27.4,51.2,0.0,17,1,Nawabshah,Sindh,0
2025-05-09,26.2442,68.41,47.8,33.7,31.0,51.9,0.0,37,1,Nawabshah,Sindh,0
2025-05-10,25.396,68.3578,37.8,30.6,35.0,36.4,4.8,12,0,Hyderabad,Sindh,0
2025-05-10,26.2442,68.41,46.9,33.8,23.4,49.8,0.0,27,1,Nawabshah,Sindh,0
2025-05-14,24.8607,67.0011,40.8,35.4,45.3,41.7,4.2,13,0,Karachi,Sindh,0
2025-05-18,30.1798,66.975,34.4,26.9,20.2,34.6,3.4,13,0,Quetta,Balochistan,0
2025-05-18,24.8607,67.0011,46.2,34.5,35.7,48.6,0.0,44,1,Karachi,Sindh,7
2025-05-19,24.8607,67.0011,44.7,34.7,28.8,47.4,0.0,15,1,Karachi,Sindh,0
2025-05-20,24.8607,67.0011,44.1,33.3,25.4,48.3,0.0,26,1,Karachi,Sindh,0
2025-05-21,24.8607,67.0011,43.1,32.6,29.9,48.5,0.0,33,1,Karachi,Sindh,0
2025-05-22,24.8607,67.0011,41.9,35.1,35.1,44.0,0.0,20,1,Karachi,Sindh,0
2025-05-22,31.5204,74.3587,38.5,31.7,35.0,38.3,0.5,2,0,Lahore,Punjab,0
2025-05-23,24.8607,67.0011,41.1,31.3,32.0,47.0,0.0,34,1,Karachi,Sindh,0
2025-05-24,24.8607,67.0011,40.1,31.3,35.6,45.5,0.0,14,1,Karachi,Sindh,0
2025-05-25,24.8607,67.0011,39.9,31.9,22.3,44.3,0.0,29,1,Karachi,Sindh,0
2025-05-26,24.8607,67.0011,38.3,35.8,29.2,43.9,0.0,26,1,Karachi,Sindh,0
2025-05-26,27.7052,68.8574,42.2,31.3,42.0,42.6,3.8,8,0,Sukkur,Sindh,0
2025-05-30,30.1575,71.5249,49.5,30.3,17.8,52.5,0.0,12,1,Multan,Punjab,5
2025-05-30,30.1575,71.5249,35.8,30.2,28.1,38.1,2.2,2,0,Multan,Punjab,0
2025-05-31,30.1575,71.5249,48.5,31.8,15.3,52.0,0.0,21,1,Multan,Punjab,0
2025-06-01,30.1575,71.5249,46.6,31.4,14.4,48.9,0.0,44,1,Multan,Punjab,0
2025-06-02,30.1575,71.5249,45.8,31.7,15.4,49.8,0.0,27,1,Multan,Punjab,0
2025-06-03,30.1575,71.5249,45.1,31.6,27.1,47.7,0.0,27,1,Multan,Punjab,0
2025-06-03,25.396,68.3578,39.3,32.9,41.7,41.7,4.3,5,0,Hyderabad,Sindh,0
2025-06-04,30.1575,71.5249,44.2,32.0,17.5,47.5,0.0,21,1,Multan,Punjab,0
2025-06-05,30.1575,71.5249,43.6,31.1,18.0,49.0,0.0,35,1,Multan,Punjab,0
2025-06-06,30.1575,71.5249,41.8,32.5,22.9,44.0,0.0,25,1,Multan,Punjab,0
2025-06-07,30.1575,71.5249,41.2,30.4,20.2,45.9,0.0,40,1,Multan,Punjab,0
2025-06-07,24.8607,67.0011,40.6,31.5,32.6,42.1,0.5,13,0,Karachi,Sindh,0
2025-06-11,30.1798,66.975,33.6,32.5,10.0,35.5,2.2,4,0,Quetta,Balochistan,0
2025-06-12,27.557,68.2247,51.4,33.1,29.1,56.2,0.0,17,1,Larkana,Sindh,8
2025-06-13,27.557,68.2247,50.4,35.2,24.3,55.2,0.0,18,1,Larkana,Sindh,0
2025-06-14,27.557,68.2247,49.4,36.6,30.9,51.8,0.0,41,1,Larkana,Sindh,0
2025-06-15,31.5204,74.3587,37.8,31.7,35.5,40.6,3.4,2,0,Lahore,Punjab,0
2025-06-15,27.557,68.2247,48.0,35.9,26.5,50.4,0.0,23,1,Larkana,Sindh,0
2025-06-16,27.557,68.2247,46.7,33.9,23.7,49.1,0.0,35,1,Larkana,Sindh,0
2025-06-17,27.557,68.2247,46.0,36.2,26.3,48.1,0.0,25,1,Larkana,Sindh,0
2025-06-18,27.557,68.2247,44.6,34.0,34.4,49.1,0.0,24,1,Larkana,Sindh,0
2025-06-19,27.557,68.2247,43.9,35.4,25.8,47.3,0.0,25,1,Larkana,Sindh,0
2025-06-19,27.7052,68.8574,40.9,33.8,44.3,42.4,0.9,12,0,Sukkur,Sindh,0
2025-06-23,30.1575,71.5249,34.5,32.2,34.1,37.3,1.1,3,0,Multan,Punjab,0
2025-06-25,27.7052,68.8574,52.8,35.9,36.8,55.6,0.0,25,1,Sukkur,Sindh,12
2025-06-26,27.7052,68.8574,51.6,35.1,33.9,56.7,0.0,14,1,Sukkur,Sindh,0
2025-06-27,27.7052,68.8574,50.6,36.0,22.9,55.3,0.0,26,1,Sukkur,Sindh,0
2025-06-27,31.4504,73.135,34.9,31.7,35.3,35.2,4.2,9,0,Faisalabad,Punjab,0
2025-06-28,27.7052,68.8574,49.4,35.7,28.3,52.2,0.0,24,1,Sukkur,Sindh,0
2025-06-29,27.7052,68.8574,48.5,33.5,26.9,54.0,0.0,36,1,Sukkur,Sindh,0
2025-06-30,27.7052,68.8574,46.8,34.1,37.2,50.9,0.0,31,1,Sukkur,Sindh,0
2025-07-01,27.7052,68.8574,46.6,34.0,31.7,51.4,0.0,19,1,Sukkur,Sindh,0
2025-07-01,31.5204,74.3587,34.2,32.9,49.6,36.1,17.5,2,0,Lahore,Punjab,0
2025-07-05,27.7052,68.8574,36.8,28.2,54.6,37.3,20.4,2,0,Sukkur,Sindh,0
2025-07-08,25.396,68.3578,48.3,33.0,52.2,52.4,0.0,17,1,Hyderabad,Sindh,6
2025-07-09,30.1575,71.5249,38.4,30.0,47.0,39.2,20.3,2,0,Multan,Punjab,0
2025-07-09,25.396,68.3578,47.1,31.3,52.9,51.2,0.0,16,1,Hyderabad,Sindh,0
2025-07-10,25.396,68.3578,46.1,34.0,51.0,51.7,0.0,33,1,Hyderabad,Sindh,0
2025-07-11,25.396,68.3578,45.2,31.1,37.9,48.5,0.0,32,1,Hyderabad,Sindh,0
2025-07-12,25.396,68.3578,44.9,34.2,41.3,50.3,0.0,12,1,Hyderabad,Sindh,0
2025-07-13,31.4504,73.135,33.7,30.6,45.1,33.4,14.8,2,0,Faisalabad,Punjab,0
2025-07-13,25.396,68.3578,44.1,34.5,48.4,47.3,0.0,12,1,Hyderabad,Sindh,0
2025-07-14,25.396,68.3578,42.8,32.8,48.7,48.5,0.0,36,1,Hyderabad,Sindh,0
2025-07-15,25.396,68.3578,41.7,31.7,41.3,44.2,0.0,20,1,Hyderabad,Sindh,0
2025-07-17,25.396,68.3578,33.7,33.4,58.2,32.2,26.2,0,0,Hyderabad,Sindh,0
2025-07-20,30.0631,70.6339,46.7,35.5,42.8,52.2,0.0,36,1,DG Khan,Punjab,3
2025-07-21,30.0631,70.6339,45.7,33.0,41.5,48.7,0.0,40,1,DG Khan,Punjab,0
2025-07-21,24.8607,67.0011,32.5,33.3,48.0,31.4,12.1,4,0,Karachi,Sindh,0
2025-07-22,30.0631,70.6339,44.6,35.7,34.2,48.9,0.0,22,1,DG Khan,Punjab,0
2025-07-23,30.0631,70.6339,43.9,33.9,32.3,47.1,0.0,25,1,DG Khan,Punjab,0
2025-07-24,30.0631,70.6339,43.6,32.5,36.9,47.5,0.0,14,1,DG Khan,Punjab,0
2025-07-25,30.0631,70.6339,42.4,32.6,35.3,47.8,0.0,17,1,DG Khan,Punjab,0
2025-07-25,30.1798,66.975,34.0,30.0,36.9,33.6,13.7,1,0,Quetta,Balochistan,0
2025-07-26,30.0631,70.6339,40.9,31.7,40.0,43.6,0.0,14,1,DG Khan,Punjab,0
2025-07-27,30.0631,70.6339,40.2,33.2,39.7,42.6,0.5,41,1,DG Khan,Punjab,0
2025-07-28,30.0631,70.6339,39.6,35.5,39.4,42.2,0.0,19,1,DG Khan,Punjab,0
2025-07-29,31.5204,74.3587,39.1,35.8,45.1,41.6,13.0,2,0,Lahore,Punjab,0
2025-08-02,30.1575,71.5249,38.6,28.5,50.4,39.0,24.6,3,0,Multan,Punjab,0
2025-08-02,31.5204,74.3587,44.9,33.0,35.6,50.7,0.0,26,1,Lahore,Punjab,2
2025-08-03,31.5204,74.3587,43.6,33.8,30.6,47.7,0.0,10,1,Lahore,Punjab,0
2025-08-04,31.5204,74.3587,43.2,34.1,36.8,47.4,0.0,16,1,Lahore,Punjab,0
2025-08-05,31.5204,74.3587,42.7,31.8,40.9,46.0,0.0,23,1,Lahore,Punjab,0
2025-08-06,31.5204,74.3587,41.6,31.8,36.2,43.9,0.0,35,1,Lahore,Punjab,0
2025-08-06,31.4504,73.135,33.4,28.8,40.0,35.4,10.8,1,0,Faisalabad,Punjab,0
2025-08-07,31.5204,74.3587,40.3,31.8,38.4,44.7,0.0,42,1,Lahore,Punjab,0
2025-08-08,31.5204,74.3587,40.0,31.7,40.1,44.8,0.5,17,1,Lahore,Punjab,0
2025-08-10,25.396,68.3578,34.5,29.8,49.0,35.3,28.4,4,0,Hyderabad,Sindh,0
2025-08-14,24.8607,67.0011,36.1,27.3,49.0,38.7,2.1,0,0,Karachi,Sindh,0
2025-08-18,30.1798,66.975,35.8,26.5,23.9,35.8,6.1,2,0,Quetta,Balochistan,0
2025-08-22,31.5204,74.3587,38.1,31.1,41.5,38.3,29.1,0,0,Lahore,Punjab,0
2025-08-26,27.7052,68.8574,35.4,33.1,47.4,34.8,19.9,1,0,Sukkur,Sindh,0
2025-08-30,30.1575,71.5249,36.0,28.0,51.0,36.6,28.4,2,0,Multan,Punjab,0
2025-09-03,25.396,68.3578,32.8,28.0,55.8,34.0,21.9,4,0,Hyderabad,Sindh,0
2025-09-07,24.8607,67.0011,33.0,27.7,53.3,33.7,29.3,0,0,Karachi,Sindh,0
2025-09-11,30.1798,66.975,34.6,25.1,35.1,37.1,23.5,0,0,Quetta,Balochistan,0
2025-09-15,31.5204,74.3587,36.2,28.3,52.8,38.1,9.1,2,0,Lahore,Punjab,0
2025-09-19,27.7052,68.8574,32.2,29.6,52.0,34.4,22.4,2,0,Sukkur,Sindh,0
2025-09-23,30.1575,71.5249,34.4,25.3,43.1,33.3,23.1,2,0,Multan,Punjab,0
2025-09-27,31.4504,73.135,30.6,30.5,51.6,29.0,11.3,0,0,Faisalabad,Punjab,0
2025-10-01,31.5204,74.3587,31.9,25.5,39.9,34.7,3.1,10,0,Lahore,Punjab,0
2025-10-05,27.7052,68.8574,27.6,29.3,58.9,27.8,2.2,8,0,Sukkur,Sindh,0
2025-10-09,30.1575,71.5249,29.2,22.1,40.4,31.0,2.9,8,0,Multan,Punjab,0
2025-10-13,31.4504,73.135,25.5,25.8,49.5,27.4,0.3,7,0,Faisalabad,Punjab,0
2025-10-17,25.396,68.3578,27.3,28.3,62.5,28.5,3.7,9,0,Hyderabad,Sindh,0
2025-10-21,24.8607,67.0011,30.4,28.1,47.3,32.0,1.8,10,0,Karachi,Sindh,0
2025-10-25,30.1798,66.975,26.0,20.3,28.5,26.0,3.6,3,0,Quetta,Balochistan,0
2025-10-29,31.5204,74.3587,26.7,24.7,45.1,26.1,1.1,9,0,Lahore,Punjab,0
2025-11-02,30.1575,71.5249,17.8,12.2,43.6,17.9,1.8,6,0,Multan,Punjab,0
2025-11-06,31.4504,73.135,16.9,14.1,45.7,17.0,4.9,4,0,Faisalabad,Punjab,0
2025-11-10,25.396,68.3578,23.4,21.2,52.3,25.0,3.6,9,0,Hyderabad,Sindh,0
2025-11-14,24.8607,67.0011,25.0,24.9,50.9,27.5,1.7,4,0,Karachi,Sindh,0
2025-11-18,30.1798,66.975,18.0,15.8,31.7,16.4,3.1,3,0,Quetta,Balochistan,0
2025-11-22,31.5204,74.3587,23.3,11.7,38.9,22.9,0.1,7,0,Lahore,Punjab,0
2025-11-26,27.7052,68.8574,27.6,18.8,59.5,30.4,3.2,10,0,Sukkur,Sindh,0
2025-11-30,30.1575,71.5249,22.9,12.0,43.2,24.8,3.1,14,0,Multan,Punjab,0
2025-12-04,30.1798,66.975,17.5,9.9,23.6,16.0,3.2,2,0,Quetta,Balochistan,0
2025-12-08,31.5204,74.3587,13.8,9.3,47.0,11.9,4.8,13,0,Lahore,Punjab,0
2025-12-12,27.7052,68.8574,21.0,16.6,54.3,21.7,2.5,14,0,Sukkur,Sindh,0
2025-12-16,30.1575,71.5249,18.1,8.6,52.3,19.2,3.1,12,0,Multan,Punjab,0
2025-12-20,31.4504,73.135,13.6,14.9,39.5,14.2,1.0,14,0,Faisalabad,Punjab,0
2025-12-24,25.396,68.3578,21.6,14.9,57.2,24.2,4.0,9,0,Hyderabad,Sindh,0
2025-12-28,24.8607,67.0011,23.3,18.9,52.3,24.9,2.0,8,0,Karachi,Sindh,0
